"Фастум, гель 2.5%, 100 г","Кетопрофен","Для наружного применения.
Полоску геля длиной 5-10 см наносят тонким слоем на пораженный участок или кожные покровы над очагом воспаления 1 -3 раза в сутки и слегка втирают.
Возможно применение препарата Фастум® в сочетании с физиотерапией (фонофорез и ионофорез).",593,25
"Смекта порошок для приготовления суспензии апельсин 3 г, 10 шт.","Смектит диоктаэдрический","

Перед приемом содержимое 1 пакетика следует растворить в половине стакана воды, постепенно всыпая порошок и равномерно его размешивая.

Дети, включая младенцев:

    до 1 года - 1 пакетик в сутки;
    1-2 года - 1-2 пакетика в сутки;
    старше 2 лет - 2-3 пакетика в сутки.

Взрослые 3 пакетика в сутки.

Рекомендуется курс лечения 3-7 дней.

При эзофагите Смекту следует принимать внутрь после еды, при других показаниях - между приемами пищи.",108,26
"Диосмектит порошок для приготовления суспензии 3 г, 10 шт.","Смектит диоктаэдрический"," Взрослым назначают 3 пакета в сутки в течение минимум 3 дней. При острой диарее в начале лечения дневная доза может быть удвоена.

Перед приемом содержимое 1 пакета растворить в половине стакана воды. Д ля получения однородной суспензии следует постепенно высыпать в жидкость порошок, равномерно его размешивая. При эзофагитах препарат Диосмектит предпочтительнее принимать после еды, в других случаях - между приемами пищи.

Детям в возрасте до 1 года назначают 1 пакет в сутки; от 1 до 2 лет - 2 пакета в сутки; старше 2 лет - 2-3 пакета в сутки.

Курс лечения - минимум 3 дня. Содержимое пакета растворяют в детской бутылочке, рассчитанной на 50 мл воды, и распределяют на несколько приемов в течение дня, или тщательно размешивают с каким-нибудь полужидким продуктом: суп, каша, компот, пюре, детское питание. ",108,27
"Смекта суспензия для приема внутрь карамель-какао 3 г пакетики, 8 шт.","Смектит диоктаэдрический","При приеме внутрь для взрослых суточная доза составляет 9 г.

Для детей в возрасте старше 2 лет - 6-9 г/сут, в возрасте 1-2 лет - 6 г/сут, в возрасте до 1 года - 3 г/сут. ",236,28
"Смекта порошок для приготовления суспензии апельсин 3 г, 10 шт. ","Смектит диоктаэдрический","

Перед приемом содержимое 1 пакетика следует растворить в половине стакана воды, постепенно всыпая порошок и равномерно его размешивая.

Дети, включая младенцев:

    до 1 года - 1 пакетик в сутки;
    1-2 года - 1-2 пакетика в сутки;
    старше 2 лет - 2-3 пакетика в сутки.

Взрослые 3 пакетика в сутки.

Рекомендуется курс лечения 3-7 дней.

При эзофагите Смекту следует принимать внутрь после еды, при других показаниях - между приемами пищи.",108,29
"Смекта порошок д/пригот.суспензии клубничный 3 г, 10 шт.","Смектит диоктаэдрический","

Перед приемом содержимое 1 пакетика следует растворить в половине стакана воды, постепенно всыпая порошок и равномерно его размешивая.

Дети, включая младенцев:

    до 1 года - 1 пакетик в сутки;
    1-2 года - 1-2 пакетика в сутки;
    старше 2 лет - 2-3 пакетика в сутки.

Взрослые 3 пакетика в сутки.

Рекомендуется курс лечения 3-7 дней.

При эзофагите Смекту следует принимать внутрь после еды, при других показаниях - между приемами пищи.",108,30
"Метрогил Дента гель стоматологический, 20 г","Метронидазол","Местно, только для стоматологического применения.

При воспалении десен (гингивите): Метрогил Дента® наносится на  область десен тонким слоем пальцем или при помощи ватной палочки 2 раза в день.

После нанесения геля следует воздержаться от питья и приема пищи в течение 30 мин. Смывать гель не рекомендуется. Длительность курса лечения составляет в среднем 7-10 дней.

При пародонтите: после снятия зубных отложений, пародонтальные карманы обрабатываются гелем Метрогил Дента®, и производится аппликация геля на область десен. Время экспозиции – 30 мин. Количество процедур зависит от тяжести заболевания. В дальнейшем аппликации геля больной может проводить самостоятельно. Метрогил Дента® наносится на область десен 2 раза в день в течение 7-10 дней.

При афтозном стоматите: Метрогил Дента® наносится на пораженную область слизистой оболочки полости рта 2 раза в день в течение 7-10 дней.

Для профилактики обострений хронического гингивита и пародонтита: гель Метрогил Дента® наносится на область десен 2 раза в день в течение 7-10 дней.

Профилактические курсы лечения проводятся 2-3 раза в год.

Для профилактики постэкстракционного альвеолита: после удаления зуба лунка обрабатывается гелем Метрогил Дента®, затем гель применяется 2-3 раза в день в течение 7-10 дней. ",268,31
"Розамет, крем 1%, 25 г","Метронидазол"," Лечение воспаленных папул, пустул, эритемы при розовых и вульгарных угрях (acne rozacea, acne vulgaris)

Наносят на предварительно очищенную с помощью теплой воды или легкого детергента кожу тонким слоем и втирают 1-2 раза в сутки, утром и вечером. Курс лечения 1-2 месяца. Между очищением кожи и нанесением крема рекомендуется делать перерыв 15-20 минут. Терапевтический эффект наступает примерно через 3 недели. Средняя продолжительность лечения - 3-4 месяца.

Баланопостит, вульвовагинит (для удобства рекомендуется использовать аппликатор для интравагинального применения)

Выдавив из тюбика небольшое количестве крема, наносят на поверхность очагов поражения головки полового члена, крайней плоти, области малых половых губ, преддверия влагалища, с помощью ватного тампона или пальцев рук, слегка втирая, или при помощи аппликатора (интравагинально), используя 1-2 раза в сутки. Продолжительность лечения - 8-10 дней. ",219,32
"Метрогил, гель , 30 г","Метронидазол"," Для наружного применения.

Наносят на предварительно очищенную кожу тонким слоем 2 раза в сутки, утром и вечером, в течение 3-9 нед.

При необходимости накладывают окклюзионную повязку.

Средняя продолжительность курса лечения составляет 3-4 мес, терапевтический эффект обычно отмечается уже после 3 недель лечения ",206,33
"Стрептоцид, порошок 10 г","Сульфаниламид","Местно,наружно,наносят непосредственно на пораженную поверхность (в виде порошка для наружного применения) или намазывают (в виде 10% мази или 5% линимента) на марлевую салфетку;перевязки производят через 1-2 дня.

При глубоких ранениях вносят в полость раны 5-10-15 г порошка для наружного применения.",91,34
"Стрептоцид порошок, порошок 2 г","Сульфаниламид","При наружном применении наносят на пораженные участки кожи и слизистых оболочек. Перевязки производят через 1-2 дня.",30,35
"Стрептоцидовая мазь, 10% , 25 г","Сульфаниламид","Наносят на пораженные участки кожи и слизистых оболочек. Перевязки производят через 1-2 дня. ",82,36
"Лоратадин-Тева таблетки 10 мг, 30 шт.","Лоратадин"," Взрослым и детям с массой тела более 30 кг - по 10 мг 1 раз в сутки.

При печеночной недостаточности начальная доза - 5 мг/сут.

Детям от 2 до 12 лет с массой тела менее 30 кг - 5 мг/сут в 1 прием. ",300,37
"Ломилан, таблетки 10 мг, 7 шт. ","Лоратадин","

Внутрь, запивая водой или молоком, возможен прием вместе с пищей. При необходимости таблетку можно разжевать.

Взрослые и дети старше 12 лет — 2 дозировочные ложки (10 мл) 1 раз в сутки; дети от 2 до 12 лет с массой тела более 30 кг — 2 дозировочные ложки (10 мл) 1 раз в сутки; с массой тела менее 30 кг — 1 дозировочная ложка (5 мл) 1 раз в сутки.

Взрослые и дети старше 12 лет — 10 мг (1 табл.) 1 раз в сутки; дети от 3 до 12 лет с массой тела более 30 кг — 10 мг (1 табл.) 1 раз в сутки; с массой тела менее 30 кг — 5 мг (1/2 таблетки) 1 раз в сутки.

Для пациентов с нарушениями функции печени необходимо назначать уменьшенную суточную дозу препарата взрослым и детям с массой тела более 30 кг доза составляет 10 мг (2 дозировочные ложки суспензии или 1 табл.) через день.

Для детей младше 12 лет рекомендуется применение суспензии.

Продолжительность лечения зависит от продолжительности проявления симптоматики заболевания. Если состояние пациента не улучшается в течение 3 дней после начала лечения, значит лоратадин неэффективен.

Пациентам пожилого возраста или с почечной недостаточностью коррекция дозы не требуется.

Пациенты с тяжелой почечной недостаточностью (Cl креатинина  У взрослых и детей с 6 лет стартовая доза должна составлять 10 мг (2 дозировочные ложки суспензии или 1 таблетку) через день; у детей с 3 лет — 5 мг (1 дозировочная ложка суспензии или 1/2 таблетки) через день.",107,38
"Кларитин, таблетки 10 мг, 30 шт.","Лоратадин","

Применять независимо от времени приема пищи.

Взрослым, в том числе пожилым, и подросткам от 12 лет рекомендуется в дозе 10 мг (1 таблетка или 2 чайные ложки (10 мл) сиропа) 1 раз в день.

Детям от 2 до 12 лет рекомендуется дозу препарата назначать в зависимости от массы тела: при массе тела 30 кг и менее – 5 мг (1 чайная ложка (5 мл) сиропа) 1 раз в день; при массе более 30 кг – 10 мг (2 чайные ложки (10 мл) сиропа или 1 таблетка) 1 раз в день.

Взрослым и детям с тяжелым нарушением функции печени начальная доза должна составлять: при массе тела 30 кг и менее – 5 мг (1 чайная ложка (5 мл) сиропа) через день, при массе тела более 30 кг – 10 мг (2 чайные ложки (10 мл) сиропа или 1 таблетка) через день.",423,39
"Лорагексал, таблетки 10 мг, 10 шт.","Лоратадин","

Внутрь.

Детям от 3 до 12 лет:

    с массой тела менее 30 кг — по 5 мг (1/2 таблетке) 1 раз в день. Суточная доза — 5 мг;
    с массой тела более 30 кг — по 10 мг (1 таблетке) 1 раз в день. Суточная доза — 10 мг.

Продолжительность лечения зависит от продолжительности проявления симптоматики заболевания. Если состояние пациента не улучшается в течение 3 дней после начала лечения, значит лоратадин не эффективен.

Пациентам с тяжелой печеночной недостаточностью необходимо назначать уменьшенную суточную дозу препарата:

    взрослые и дети с массой тела более 30 кг — 10 мг (1 таблетка) через день;
    дети с массой тела менее 30 кг — 5 мг (1/2 таблетки) через день.

Пациентам пожилого возраста не требуется коррекция дозы.

Пациенты с тяжелой почечной недостаточностью (Cl креатинина",49,40
"Лоратавел таблетки 10 мг, 10 шт.","Лоратадин"," Внутрь, независимо от времени приема пищи.

Взрослым, в том числе пожилым, и подросткам старше 12 лет рекомендуется прием лекарственного препарата в дозе 10 мг (1 таблетка) 1 раз в день.

При применении препарата у пожилых пациентов и у пациентов с наличием хронической почечной недостаточности коррекции дозы не требуется.

Детям в возрасте от 3 до 12 лет с массой тела более 30 кг – 10 мг (1 таблетка) 1 раз в день. Взрослым и детям при массе тела более 30 кг с тяжелым нарушением функции печени начальная доза должна составлять 10 мг (1 таблетка) через день",160,41
